Commit A,Commit B,Benchmark,Del Func >= X,New Func >= X,Reached Del Func >= X,Top Chg by Call >= X%,Top > X% by Call Chg by >= 10%,Top Chg Len >= X%,Top Reached Chg Len >= X%,AltCountLineBlank,CountLineInactive,MaxCyclomaticStrict,MaxNesting,AvgLineCode,AvgLineComment,Hit
4000b402,531788af,p7810-grep.sh-perf-report,98,219,0,0.02,0.02,1,0.217391304,-373,-40,0,0,-0.026822908,0.011830445,FALSE
ac332012,ab37a18b,p4001-diff-no-index.sh-perf-report,123,335,0,0.02,0.02,1,0.371428571,-973,-13,0,0,0.181162158,0.024017682,TRUE
70fcaef9,dc58c855,p0000-perf-lib-sanity.sh-perf-report,213,288,2,0.02,0.02,1,1,-261,-23,0,0,-0.08703109,0.004411765,FALSE
70fcaef9,dc58c855,p0001-rev-list.sh-perf-report,213,288,5,12.57,0.28,1,1,-261,-23,0,0,-0.08703109,0.004411765,FALSE
70fcaef9,dc58c855,p0002-read-cache.sh-perf-report,213,288,0,0,0,1,0,-261,-23,0,0,-0.08703109,0.004411765,FALSE
70fcaef9,dc58c855,p4000-diff-algorithms.sh-perf-report,213,288,5,0.07,0.03,1,1,-261,-23,0,0,-0.08703109,0.004411765,FALSE
70fcaef9,dc58c855,p4001-diff-no-index.sh-perf-report,213,288,0,0.03,0,1,0.147058824,-261,-23,0,0,-0.08703109,0.004411765,FALSE
70fcaef9,dc58c855,p4211-line-log.sh-perf-report,213,288,3,0.67,0.67,1,1,-261,-23,0,0,-0.08703109,0.004411765,FALSE
70fcaef9,dc58c855,p5302-pack-index.sh-perf-report,213,288,2,0.27,0,1,1,-261,-23,0,0,-0.08703109,0.004411765,FALSE
70fcaef9,dc58c855,p5310-pack-bitmaps.sh-perf-report,213,288,9,4.75,0.7,1,1,-261,-23,0,0,-0.08703109,0.004411765,FALSE
70fcaef9,dc58c855,p7300-clean.sh-perf-report,213,288,0,0.42,0.08,1,1,-261,-23,0,0,-0.08703109,0.004411765,FALSE
70fcaef9,dc58c855,p7810-grep.sh-perf-report,213,288,4,0.01,0,1,1,-261,-23,0,0,-0.08703109,0.004411765,FALSE
c8dd1e3b,a8d93d19,p0000-perf-lib-sanity.sh-perf-report,62,111,1,0.05,0.03,1,0.365853659,-149,-84,0,0,-0.058510868,-0.016154189,FALSE
